Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
110,2014-15,LAC*,NBA,82,56,26,.683,19730,3228,6830,2401,4628,827,2202,1468,2067,784,2711,3495,2031,640,409,1012,1749,8751,6.59,0.22,6.80,94.7,112.4,105.5,.533,11.6,22.8,0.215,.493,13.2,24.3,0.231
111,1995-96,UTA*,NBA,82,55,27,.671,19780,3129,6417,2752,5404,377,1013,1769,2302,993,2373,3366,2139,667,418,1215,2046,8404,6.59,-0.34,6.25,90.0,113.3,106.1,.517,14.1,31.6,0.276,.489,15.1,28.3,0.295
112,1983-84,BOS*,NBA,82,62,20,.756,19955,3616,7235,3561,7006,55,229,1907,2407,1159,2538,3697,2122,673,430,1420,1949,9194,6.56,-0.14,6.42,99.7,110.9,104.4,.504,14.6,34.2,0.264,.475,13.8,30.3,0.225
113,1990-91,PHO*,NBA,82,55,27,.671,19730,3573,7199,3435,6767,138,432,2064,2680,1132,2598,3730,2209,687,535,1302,1850,9348,6.55,-0.06,6.49,101.0,112.6,106.1,.506,13.5,33.0,0.287,.474,13.1,31.5,0.227
114,1997-98,UTA*,NBA,82,62,20,.756,19780,2993,6113,2744,5443,249,670,2044,2644,962,2405,3367,2070,648,412,1260,1961,8279,6.54,-0.81,5.73,89.2,112.7,105.4,.510,14.8,32.3,0.334,.471,13.5,29.0,0.271
115,2019-20,LAC,NBA,13,8,5,.615,3120,534,1150,399,761,135,389,286,363,144,482,626,291,91,76,217,309,1489,6.54,1.59,8.13,103.1,111.1,104.8,.523,14.2,24.7,0.249,.501,13.5,22.1,0.216
116,2009-10,CLE*,NBA,82,61,21,.744,19780,3101,6391,2499,4809,602,1582,1569,2180,791,2692,3483,1835,564,425,1137,1591,8373,6.52,-0.36,6.17,91.4,111.2,104.1,.532,13.4,25.1,0.246,.482,12.3,22.8,0.218
117,1998-99,UTA*,NBA,50,37,13,.740,12175,1684,3620,1544,3232,140,388,1158,1510,555,1508,2063,1204,398,276,814,1133,4666,6.52,-0.99,5.54,87.0,105.8,98.4,.485,16.0,30.0,0.320,.441,14.4,29.6,0.242
118,2004-05,MIA*,NBA,82,59,23,.720,19980,3097,6368,2622,5108,475,1260,1658,2466,887,2639,3526,1790,528,474,1127,1814,8327,6.52,-0.76,5.77,90.8,110.2,103.1,.524,13.1,27.0,0.260,.460,12.4,25.9,0.242
119,2002-03,SAC*,NBA,82,59,23,.720,19830,3242,6990,2751,5702,491,1288,1367,1832,900,2751,3651,2034,736,457,1192,1666,8342,6.50,0.18,6.68,95.4,105.9,99.1,.499,13.3,25.6,0.196,.446,13.6,29.4,0.204
120,1958-59,BOS*,NBA,72,52,20,.722,,3208,8116,3208,8116,,,1963,2563,,,5601,1568,,,,1769,8379,6.49,-0.65,5.84,,,,.395,,,0.242,,,,
121,2018-19,GSW*,NBA,82,57,25,.695,19805,3612,7361,2525,4537,1087,2824,1339,1672,797,2990,3787,2413,625,525,1169,1757,9650,6.46,-0.04,6.42,100.9,115.9,109.5,.565,12.6,22.5,0.182,.508,11.7,22.9,0.205
122,2012-13,LAC*,NBA,82,56,26,.683,19730,3160,6608,2533,4856,627,1752,1342,1888,938,2475,3413,1958,784,461,1197,1716,8289,6.45,-0.02,6.43,91.1,110.6,103.6,.526,13.9,28.8,0.203,.492,15.4,26.5,0.229
123,1992-93,CLE*,NBA,82,54,28,.659,19830,3425,6887,3142,6145,283,742,1699,2119,929,2496,3425,2349,615,536,1120,1580,8832,6.45,-0.15,6.30,94.8,112.7,106.0,.518,12.5,28.1,0.247,.482,13.1,30.9,0.185
124,2012-13,SAS*,NBA,82,58,24,.707,19880,3210,6675,2547,4911,663,1764,1365,1725,666,2721,3387,2058,695,446,1206,1427,8448,6.40,0.27,6.67,94.2,108.3,101.6,.531,14.0,20.5,0.204,.480,13.7,25.1,0.179
125,1999-00,POR*,NBA,82,59,23,.720,19780,3021,6430,2614,5302,407,1128,1542,2029,966,2560,3526,1925,633,396,1243,1865,7991,6.40,-0.04,6.36,89.9,107.9,100.8,.501,14.5,30.3,0.240,.461,13.8,27.6,0.217
126,1991-92,UTA*,NBA,82,55,27,.671,19880,3379,6866,3221,6408,158,458,1961,2490,1097,2543,3640,2188,715,448,1264,1746,8877,6.39,-0.69,5.70,95.5,112.2,105.6,.504,13.7,32.7,0.286,.475,13.0,31.1,0.214
127,1981-82,BOS*,NBA,82,63,19,.768,19780,3657,7334,3608,7150,49,184,1817,2457,1253,2489,3742,2126,652,568,1452,2014,9180,6.38,-0.03,6.35,101.5,109.8,103.5,.502,14.7,35.8,0.248,.472,14.6,32.4,0.220
128,1998-99,POR*,NBA,50,35,15,.700,12175,1747,3956,1501,3281,246,675,1002,1349,646,1570,2216,1073,411,290,771,1126,4742,6.36,-0.69,5.67,89.2,104.8,97.7,.473,14.5,31.8,0.253,.445,14.9,28.2,0.233
129,2013-14,OKC*,NBA,82,59,23,.720,19805,3194,6782,2530,4943,664,1839,1653,2052,887,2781,3668,1794,678,501,1256,1858,8705,6.34,0.32,6.66,95.4,110.5,103.9,.520,14.0,26.5,0.244,.488,13.9,24.4,0.221
130,1989-90,POR*,NBA,82,59,23,.720,19880,3572,7547,3382,6982,190,565,2031,2734,1355,2552,3907,2085,749,364,1356,2048,9365,6.32,0.16,6.48,102.3,110.5,104.4,.486,13.4,36.5,0.269,.479,15.2,29.2,0.265
131,1995-96,SAS*,NBA,82,59,23,.720,19780,3148,6602,2630,5282,518,1320,1663,2261,937,2586,3523,2044,645,536,1195,1820,8477,6.30,-0.33,5.98,93.3,110.2,103.5,.516,13.6,27.5,0.252,.472,13.9,30.0,0.216
132,1986-87,DAL*,NBA,82,55,27,.671,19880,3594,7373,3363,6720,231,653,2148,2717,1219,2494,3713,2017,688,424,1205,1873,9567,6.30,-0.77,5.54,100.5,114.9,108.7,.503,12.3,33.8,0.291,.486,13.5,33.5,0.233
133,1992-93,CHI*,NBA,82,57,25,.695,19830,3475,7205,3231,6536,244,669,1431,1952,1290,2283,3573,2133,783,410,1103,1804,8625,6.29,-0.10,6.19,92.5,112.9,106.1,.499,12.0,36.3,0.199,.493,15.4,31.3,0.239
134,2001-02,SAS*,NBA,82,58,24,.707,19855,2913,6363,2475,5152,438,1211,1668,2249,907,2566,3473,1643,625,537,1180,1575,7932,6.21,0.07,6.28,90.0,106.5,99.7,.492,13.8,27.2,0.262,.453,13.7,28.1,0.189
135,2014-15,SAS*,NBA,82,55,27,.671,19955,3208,6854,2531,5007,677,1847,1368,1754,806,2772,3578,2000,657,444,1146,1564,8461,6.20,0.14,6.34,93.8,108.5,102.0,.517,13.1,23.4,0.200,.484,13.3,22.7,0.190
136,1992-93,NYK*,NBA,82,60,22,.732,19930,3209,6898,3016,6294,193,604,1717,2316,1150,2660,3810,2125,680,372,1296,2111,8328,6.16,-0.29,5.87,94.5,106.1,99.7,.479,14.1,33.1,0.249,.444,14.9,27.9,0.294
137,1977-78,POR*,NBA,82,58,24,.707,19730,3556,7367,3556,7367,,,1717,2259,1187,2686,3873,2067,798,390,1625,2068,8829,6.15,-0.23,5.92,104.2,103.1,97.2,.483,16.3,32.0,0.233,.449,16.3,30.6,0.239
138,1952-53,MNL*,NBA,70,48,22,.686,,2166,5559,2166,5559,,,1641,2221,,,3406,1351,,,,1917,5973,6.13,-0.59,5.54,,,,.390,,,0.295,,,,
139,2011-12,OKC*,NBA,66,47,19,.712,15990,2462,5229,1990,3912,472,1317,1406,1744,726,2157,2883,1224,498,539,1079,1352,6802,6.12,0.32,6.44,93.0,109.8,103.2,.516,15.3,27.8,0.269,.465,13.0,27.9,0.207
140,2010-11,LAL*,NBA,82,57,25,.695,19830,3128,6757,2604,5270,524,1487,1541,1979,989,2616,3605,1801,602,422,1073,1555,8321,6.11,-0.10,6.01,90.7,111.0,104.3,.502,12.3,29.2,0.228,.477,12.8,27.7,0.181
141,1989-90,DET*,NBA,82,59,23,.720,19805,3333,6980,3156,6439,177,541,1713,2252,1185,2458,3643,1996,512,418,1233,1961,8556,6.09,-0.68,5.41,94.4,109.9,103.5,.490,13.4,34.2,0.245,.461,13.7,29.7,0.262
142,2018-19,TOR*,NBA,82,58,24,.707,19880,3460,7305,2445,4534,1015,2771,1449,1803,786,2920,3706,2085,680,437,1150,1724,9384,6.09,-0.60,5.49,100.2,113.1,107.1,.543,12.4,21.9,0.198,.509,13.1,22.9,0.190
143,1997-98,IND*,NBA,82,58,24,.707,19830,2921,6223,2520,5194,401,1029,1631,2136,874,2348,3222,1889,645,368,1168,1859,7874,6.09,0.16,6.25,87.9,108.4,101.6,.502,14.0,27.9,0.262,.453,14.4,32.2,0.236
144,2005-06,DAL*,NBA,82,60,22,.732,19880,2948,6375,2532,5262,416,1113,1818,2322,1030,2431,3461,1473,593,488,1112,1834,8130,6.07,-0.11,5.96,87.8,111.8,105.0,.495,13.1,31.8,0.285,.475,13.7,27.8,0.257
145,1951-52,MNL*,NBA,66,40,26,.606,,2106,5733,2106,5733,,,1436,1921,,,3543,1389,,,,1763,5648,6.03,-0.75,5.28,,,,.367,,,0.250,,,,
146,2015-16,CLE*,NBA,82,57,25,.695,19855,3171,6888,2291,4460,880,2428,1333,1783,873,2777,3650,1861,551,317,1114,1666,8555,6.00,-0.55,5.45,93.3,110.9,104.5,.524,12.7,25.1,0.194,.496,12.6,21.5,0.205
147,2011-12,MIA*,NBA,66,46,20,.697,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500,5.98,-0.27,5.72,91.2,106.6,100.2,.505,14.5,26.6,0.238,.479,15.8,26.1,0.200
148,2017-18,GSW*,NBA,82,58,24,.707,19730,3509,6981,2583,4611,926,2370,1360,1668,691,2877,3568,2402,656,612,1267,1607,9304,5.98,-0.19,5.79,99.6,113.6,107.6,.569,14.1,21.0,0.195,.504,12.6,23.7,0.186
149,1994-95,SAS*,NBA,82,62,20,.756,19855,3236,6687,2802,5529,434,1158,1836,2487,1029,2661,3690,1919,656,456,1246,1871,8742,5.96,-0.06,5.90,94.6,111.7,105.4,.516,13.8,30.9,0.275,.485,13.0,27.7,0.214
150,1987-88,BOS*,NBA,82,57,25,.695,19780,3599,6905,3328,6200,271,705,1846,2300,930,2440,3370,2448,620,415,1304,1804,9315,5.94,0.22,6.15,97.9,115.4,109.4,.541,14.1,29.8,0.267,.489,12.5,31.5,0.237
151,1999-00,SAS*,NBA,82,53,29,.646,19855,2952,6393,2622,5511,330,882,1652,2214,927,2666,3593,1819,614,551,1233,1716,7886,5.94,-0.02,5.92,90.8,105.0,98.6,.488,14.3,27.8,0.258,.451,13.5,27.0,0.188
152,1991-92,PHO*,NBA,82,53,29,.646,19805,3553,7219,3326,6623,227,596,1861,2397,1088,2558,3646,2202,673,582,1242,1852,9194,5.94,-0.26,5.68,99.4,112.1,106.2,.508,13.1,31.7,0.258,.471,13.0,32.3,0.223
153,1979-80,LAL*,NBA,82,60,22,.732,19880,3898,7368,3878,7268,20,100,1622,2092,1085,2653,3738,2413,774,546,1639,1784,9438,5.90,-0.51,5.40,104.1,109.5,103.9,.530,16.5,32.6,0.220,.475,14.0,33.1,0.181
154,1980-81,BOS*,NBA,82,62,20,.756,19780,3581,7099,3516,6858,65,241,1781,2369,1155,2424,3579,2202,683,594,1577,1990,9008,5.88,0.17,6.05,100.8,108.4,102.6,.509,16.2,34.7,0.251,.464,15.1,33.0,0.240
155,2003-04,DET*,NBA,82,54,28,.659,19780,2747,6314,2414,5346,333,968,1561,2074,1014,2492,3506,1702,659,570,1241,1664,7388,5.84,-0.81,5.04,87.9,102.0,95.4,.461,14.7,30.1,0.247,.441,15.5,28.2,0.202
156,1987-88,LAL*,NBA,82,62,20,.756,19805,3576,7078,3434,6600,142,478,1956,2480,1073,2491,3564,2347,672,404,1318,1715,9250,5.84,-1.03,4.81,99.1,113.1,107.3,.515,13.9,32.3,0.276,.484,13.0,32.1,0.206
157,2000-01,SAC*,NBA,82,55,27,.671,20080,3132,6969,2653,5616,479,1353,1600,2075,987,2705,3692,1852,793,432,1221,1596,8343,5.82,0.25,6.07,94.4,105.6,99.6,.484,13.4,27.2,0.230,.460,14.5,29.3,0.181
158,1990-91,BOS*,NBA,82,56,26,.683,19805,3695,7214,3586,6868,109,346,1646,1997,1088,2697,3785,2160,672,565,1320,1695,9145,5.82,-0.60,5.22,98.5,112.6,106.7,.520,14.0,33.0,0.228,.465,11.7,30.7,0.217
159,1988-89,DET*,NBA,82,63,19,.768,19830,3395,6879,3275,6479,120,400,1830,2379,1154,2546,3700,2027,522,406,1336,1939,8740,5.80,0.44,6.24,95.5,110.8,104.7,.502,14.4,34.5,0.266,.458,13.2,30.8,0.260
160,2016-17,HOU*,NBA,82,55,27,.671,19780,3305,7152,2124,3846,1181,3306,1667,2177,892,2746,3638,2070,670,352,1240,1634,9458,5.77,0.08,5.84,100.0,114.7,109.0,.545,13.3,24.6,0.233,.519,13.2,24.2,0.194
161,2003-04,IND*,NBA,82,61,21,.744,19805,2753,6322,2304,5041,449,1281,1538,2014,965,2452,3417,1774,726,411,1182,1709,7493,5.76,-0.82,4.93,87.5,103.8,97.2,.471,14.1,28.5,0.243,.459,15.7,26.1,0.218
162,2004-05,DAL*,NBA,82,58,24,.707,19730,3058,6691,2595,5418,463,1273,1826,2314,990,2530,3520,1610,708,461,1102,1827,8405,5.74,0.11,5.86,92.7,110.3,104.1,.492,12.5,28.6,0.273,.472,14.3,29.8,0.239
163,1968-69,NYK*,NBA,82,54,28,.659,19730,3588,7813,3588,7813,,,1911,2596,,,4246,2071,,,,2175,9087,5.74,-0.26,5.48,,,,.459,,,0.245,,,,
164,1981-82,PHI*,NBA,82,58,24,.707,19855,3616,6974,3575,6835,41,139,1846,2471,1031,2389,3420,2264,856,622,1474,2183,9119,5.73,0.00,5.74,100.6,109.6,103.9,.521,15.5,30.5,0.265,.480,16.5,35.0,0.261
165,1974-75,BOS*,NBA,82,60,22,.732,19755,3587,7825,3587,7825,,,1560,1971,1315,2949,4264,2159,662,288,1625,1913,8734,5.72,-0.32,5.40,106.1,100.0,94.7,.458,15.8,33.4,0.199,.444,14.7,26.4,0.181
166,2010-11,SAS*,NBA,82,61,21,.744,19780,3148,6628,2463,4901,685,1727,1521,1984,829,2603,3432,1836,602,372,1101,1556,8502,5.71,0.16,5.86,92.3,111.8,105.6,.527,12.8,24.9,0.229,.491,12.6,25.4,0.190
167,1960-61,BOS*,NBA,79,57,22,.722,,3699,9295,3699,9295,,,2062,2804,,,6131,1872,,,,2032,9460,5.66,-0.72,4.94,,,,.398,,,0.222,,,,
168,1967-68,LAL*,NBA,82,52,30,.634,19855,3827,8031,3827,8031,,,2283,3143,,,5225,1983,,,,2152,9937,5.61,-0.62,4.99,,,,.477,,,0.284,,,,
169,1976-77,POR*,NBA,82,49,33,.598,19730,3623,7537,3623,7537,,,1917,2515,1260,2703,3963,1990,868,492,1757,2220,9163,5.59,-0.20,5.39,108.0,103.2,98.0,.481,16.9,33.4,0.254,.460,17.2,30.7,0.255
170,1968-69,BOS*,NBA,82,48,34,.585,19830,3583,8316,3583,8316,,,1936,2657,,,4840,1953,,,,2073,9102,5.57,-0.23,5.35,,,,.431,,,0.233,,,,
171,1995-96,ORL*,NBA,82,60,22,.732,19855,3203,6640,2581,4995,622,1645,1543,2232,966,2401,3367,2080,663,406,1160,1709,8571,5.56,-0.16,5.40,91.8,112.9,106.9,.529,13.2,29.0,0.232,.491,14.0,31.2,0.223
172,2005-06,PHO*,NBA,82,54,28,.659,19955,3430,7167,2593,5070,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,8886,5.55,-0.07,5.48,95.8,111.5,105.8,.537,12.2,22.1,0.166,.490,13.2,27.9,0.200
173,1982-83,LAL*,NBA,82,58,24,.707,19730,3964,7512,3954,7416,10,96,1495,2031,1235,2433,3668,2519,844,479,1584,1931,9433,5.55,-0.49,5.06,103.8,110.5,105.2,.528,15.9,36.3,0.199,.494,15.5,34.7,0.191
174,1980-81,PHO*,NBA,82,57,25,.695,19755,3587,7326,3552,7165,35,161,1810,2430,1234,2490,3724,2205,876,416,1733,1996,9019,5.51,-0.68,4.83,104.7,104.6,99.4,.492,17.1,35.1,0.247,.471,17.5,31.8,0.244
175,1971-72,PHO,NBA,82,49,33,.598,19880,3599,7877,3599,7877,,,2336,2999,,,4301,1976,,,,2026,9534,5.50,0.07,5.57,,,,.457,,,0.297,.452,,,0.247
176,1957-58,BOS*,NBA,72,49,23,.681,,3006,7759,3006,7759,,,1904,2585,,,5402,1508,,,,1723,7916,5.50,-0.47,5.02,,,,.387,,,0.245,,,,
177,2003-04,MIN*,NBA,82,58,24,.707,19755,3033,6571,2707,5674,326,897,1361,1743,875,2645,3520,1890,561,462,1043,1731,7753,5.49,0.37,5.86,89.0,105.9,99.7,.486,12.4,26.7,0.207,.444,12.9,27.5,0.215
178,1996-97,MIA*,NBA,82,61,21,.744,19805,2822,6235,2144,4370,678,1865,1454,2022,957,2402,3359,1735,650,439,1306,1919,7776,5.49,0.07,5.56,88.2,106.8,100.6,.507,15.5,29.2,0.233,.465,15.6,29.4,0.248
179,1981-82,MIL*,NBA,82,55,27,.671,19805,3544,7015,3495,6851,49,164,1753,2329,1167,2415,3582,2233,763,455,1589,2281,8890,5.48,-0.10,5.38,100.0,107.7,102.3,.509,16.5,35.1,0.250,.471,15.9,32.7,0.253
180,2010-11,ORL*,NBA,82,52,30,.634,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135,5.46,-0.54,4.92,91.2,107.9,102.0,.521,14.3,26.1,0.227,.475,13.3,23.1,0.219
181,2007-08,ORL*,NBA,82,52,30,.634,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567,5.46,-0.68,4.79,93.4,111.3,105.5,.537,13.6,23.4,0.256,.484,12.3,25.2,0.217
182,1991-92,CLE*,NBA,82,57,25,.695,19805,3427,7025,3174,6317,253,708,1819,2259,1041,2450,3491,2260,616,621,1073,1556,8926,5.45,-0.11,5.34,95.0,113.9,108.2,.506,11.8,30.5,0.259,.483,12.3,33.5,0.174
183,1996-97,ATL*,NBA,82,56,26,.683,19805,2812,6307,2153,4473,659,1834,1491,1955,1021,2350,3371,1557,701,427,1228,1591,7774,5.44,0.08,5.52,86.8,108.5,102.3,.498,14.6,31.5,0.236,.472,15.0,30.8,0.191
184,2014-15,ATL*,NBA,82,60,22,.732,19730,3121,6699,2303,4547,818,2152,1349,1735,715,2611,3326,2111,744,380,1167,1457,8409,5.43,-0.68,4.75,93.9,108.9,103.1,.527,13.5,21.4,0.201,.492,14.9,26.6,0.185
185,1950-51,MNL*,NBA,68,44,24,.647,,2084,5590,2084,5590,,,1464,1989,,,3409,1408,,,,1801,5632,5.41,-0.63,4.79,,,,.373,,,0.262,,,,
186,2002-03,SAS*,NBA,82,60,22,.732,19830,2908,6297,2459,5027,449,1270,1591,2194,939,2556,3495,1636,629,529,1295,1672,7856,5.41,0.23,5.65,90.0,105.6,99.7,.497,15.1,28.8,0.253,.453,14.2,28.7,0.199
187,2010-11,BOS*,NBA,82,56,26,.683,19780,3023,6219,2615,5100,408,1119,1459,1895,639,2542,3181,1921,676,344,1195,1678,7913,5.37,-0.54,4.83,90.4,106.2,100.3,.519,14.5,21.1,0.235,.469,14.8,25.3,0.235
188,1956-57,BOS*,NBA,72,44,28,.611,,2808,7326,2808,7326,,,1983,2644,,,4963,1464,,,,1851,7599,5.36,-0.58,4.78,,,,.383,,,0.271,,,,
189,1982-83,BOS*,NBA,82,56,26,.683,19830,3711,7547,3672,7361,39,186,1730,2348,1273,2532,3805,2216,789,521,1541,2062,9191,5.35,-0.01,5.34,104.0,106.9,101.8,.494,15.2,34.7,0.229,.473,16.0,31.9,0.236
190,2008-09,POR*,NBA,82,54,28,.659,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153,5.34,-0.35,5.00,86.6,113.9,107.8,.511,12.5,32.6,0.234,.499,13.2,25.0,0.227
191,2009-10,UTA*,NBA,82,53,29,.646,19755,3227,6575,2788,5368,439,1207,1654,2233,872,2588,3460,2187,675,400,1246,1859,8547,5.34,-0.01,5.33,93.8,110.7,105.0,.524,14.2,26.8,0.252,.492,14.2,24.4,0.269
192,2007-08,NOH*,NBA,82,56,26,.683,19805,3164,6796,2534,5175,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,8270,5.28,0.18,5.46,89.9,111.5,105.7,.512,11.4,27.0,0.193,.501,13.5,24.6,0.184
193,1993-94,ATL*,NBA,82,57,25,.695,19755,3247,7039,2979,6209,268,830,1556,2070,1250,2423,3673,2056,915,449,1252,1625,8318,5.27,-0.33,4.94,94.2,107.2,101.7,.480,13.6,34.6,0.221,.475,16.0,32.3,0.185
194,1993-94,SAS*,NBA,82,55,27,.671,19780,3178,6688,2929,5974,249,714,1597,2151,1189,2597,3786,1896,561,450,1198,1662,8202,5.26,-0.21,5.05,90.1,110.4,104.6,.494,13.6,35.6,0.239,.467,11.7,29.5,0.196
195,2018-19,UTA*,NBA,82,50,32,.610,19755,3314,7082,2321,4293,993,2789,1540,2092,820,2981,3801,2133,663,483,1240,1728,9161,5.26,0.03,5.28,100.3,110.9,105.7,.538,13.4,22.9,0.217,.507,12.4,19.7,0.189
196,1996-97,DET*,NBA,82,54,28,.659,19830,2827,6095,2245,4596,582,1499,1487,1995,858,2292,3150,1554,632,283,1041,1652,7723,5.24,0.20,5.45,84.5,110.6,104.4,.512,13.0,27.5,0.244,.487,14.6,29.6,0.197
197,1970-71,CHI*,NBA,82,51,31,.622,19755,3460,7660,3460,7660,,,2150,2721,,,4325,2142,,,,1797,9070,5.24,0.23,5.47,,,,.452,,,0.281,.453,,,0.215
198,1952-53,NYK*,NBA,70,47,23,.671,,2059,5339,2059,5339,,,1867,2652,,,4007,1575,,,,2053,5985,5.23,-0.84,4.39,,,,.386,,,0.350,,,,
199,1976-77,DEN*,NBA,82,50,32,.610,19780,3590,7471,3590,7471,,,2053,2783,1288,2700,3988,2262,953,471,2011,2142,9233,5.22,-0.27,4.95,111.2,100.7,96.1,.481,18.8,34.2,0.275,.463,18.2,32.0,0.211
200,1999-00,PHO*,NBA,82,53,29,.646,19805,3093,6771,2635,5525,458,1246,1467,1934,1022,2558,3580,2098,744,433,1368,1973,8111,5.22,0.02,5.24,94.0,104.6,99.0,.491,15.2,29.3,0.217,.454,15.7,29.5,0.245
201,2002-03,NJN*,NBA,82,49,33,.598,19755,2906,6585,2560,5544,346,1041,1662,2195,991,2528,3519,1887,717,374,1212,1772,7820,5.22,-0.80,4.42,91.6,103.8,98.1,.468,13.8,28.7,0.252,.460,15.7,26.9,0.225
202,1997-98,PHO*,NBA,82,56,26,.683,19955,3138,6710,2707,5499,431,1211,1459,1948,991,2452,3443,2124,756,429,1236,1765,8166,5.18,-0.75,4.44,91.4,107.4,101.8,.500,14.0,29.7,0.217,.471,15.3,30.0,0.227
203,1978-79,SAS*,NBA,82,48,34,.585,19830,3927,7760,3927,7760,,,1926,2423,1096,2619,3715,2313,829,509,1652,2071,9780,5.18,-0.21,4.97,110.6,107.1,102.4,.506,15.8,30.2,0.248,.477,15.9,33.1,0.221
204,1987-88,DET*,NBA,82,54,28,.659,19780,3461,7018,3403,6816,58,202,1977,2612,1181,2482,3663,2011,588,394,1348,1957,8957,5.17,0.29,5.46,98.3,110.5,105.3,.497,14.2,34.2,0.282,.475,14.0,31.5,0.245
205,1977-78,PHI*,NBA,82,55,27,.671,19830,3628,7471,3628,7471,,,2153,2863,1299,2694,3993,2220,800,548,1752,2188,9409,5.15,-0.27,4.87,108.4,105.0,100.3,.486,16.7,34.4,0.288,.461,16.2,33.6,0.232
206,1963-64,SFW*,NBA,80,48,32,.600,,3407,7779,3407,7779,,,1800,2821,,,5499,1899,,,,1978,8614,5.11,-0.73,4.41,,,,.438,,,0.231,,,,
207,2009-10,SAS*,NBA,82,50,32,.610,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312,5.09,-0.02,5.07,91.7,110.0,104.5,.515,12.9,26.8,0.219,.483,12.1,23.7,0.214
208,2012-13,DEN*,NBA,82,57,25,.695,19905,3339,6983,2818,5465,521,1518,1505,2148,1092,2601,3693,2002,762,533,1253,1682,8704,5.09,0.28,5.37,95.1,110.4,105.1,.515,13.6,31.4,0.216,.493,14.3,28.2,0.193
209,1963-64,CIN*,NBA,80,55,25,.688,,3516,7761,3516,7761,,,2146,2828,,,5400,1916,,,,2139,9178,5.08,-0.65,4.43,,,,.453,,,0.277,,,,
210,1982-83,PHO*,NBA,82,53,29,.646,19730,3555,7158,3515,7000,40,158,1626,2189,1094,2518,3612,2300,749,495,1545,2062,8776,5.06,-0.45,4.61,101.6,105.1,100.1,.499,16.0,32.0,0.227,.458,15.9,32.5,0.235
211,2007-08,PHO*,NBA,82,55,27,.671,19780,3392,6782,2698,5018,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,9026,5.05,0.09,5.14,96.7,113.3,108.1,.551,13.4,22.4,0.228,.488,11.8,29.1,0.191
212,1968-69,PHI*,NBA,82,55,27,.671,19805,3754,8274,3754,8274,,,2238,3087,,,4513,1914,,,,2145,9746,5.05,-0.26,4.79,,,,.454,,,0.270,,,,
213,1970-71,NYK*,NBA,82,52,30,.634,19755,3633,8076,3633,8076,,,1760,2377,,,4075,1779,,,,1916,9026,5.02,0.03,5.05,,,,.450,,,0.218,.431,,,0.249
214,1988-89,UTA*,NBA,82,51,31,.622,19730,3182,6595,3068,6215,114,380,2110,2742,1050,2607,3657,2108,720,583,1532,1894,8588,5.02,-1.01,4.01,98.0,106.6,101.5,.491,16.4,32.0,0.320,.447,13.9,31.9,0.246
215,2003-04,SAC*,NBA,82,55,27,.671,19780,3103,6711,2502,5213,601,1498,1626,2044,888,2492,3380,2152,710,325,1137,1586,8433,5.01,0.40,5.41,92.8,110.3,104.9,.507,13.0,26.0,0.242,.483,13.7,30.2,0.193
216,2006-07,CHI*,NBA,82,49,33,.598,19780,3046,6663,2566,5426,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,8100,5.01,-0.49,4.52,93.6,104.9,99.6,.493,14.7,28.6,0.229,.473,16.2,25.7,0.252
217,1978-79,WSB*,NBA,82,54,28,.659,19780,3819,7873,3819,7873,,,1785,2428,1309,2768,4077,2169,614,401,1420,1804,9423,4.99,-0.24,4.75,106.5,107.4,102.7,.485,13.7,34.0,0.227,.475,13.1,29.9,0.176
218,1989-90,PHI*,NBA,82,53,29,.646,19805,3437,7028,3248,6485,189,543,1976,2509,1111,2406,3517,1932,687,365,1209,1697,9039,4.99,-0.75,4.23,96.5,113.5,108.4,.502,12.9,32.0,0.281,.495,13.3,31.6,0.223
219,1998-99,MIA*,NBA,50,33,17,.660,12025,1616,3565,1327,2761,289,804,928,1262,503,1512,2015,1019,327,304,744,1035,4449,4.96,0.15,5.11,84.8,104.7,98.9,.494,15.3,27.3,0.260,.439,13.6,29.0,0.226
220,1997-98,MIA*,NBA,82,55,27,.671,19755,2850,6327,2302,4783,548,1544,1539,2082,1028,2419,3447,1758,665,429,1226,1982,7787,4.93,0.16,5.09,87.9,107.6,102.0,.494,14.5,31.5,0.243,.452,14.2,30.4,0.257
