,Date,Team,Acquired,Relinquised,Notes
3815,2013-12-10,Hawks,,Gustavo Ayon,sprained left ankle (DTD)
3816,2013-12-10,Knicks,,Kenyon Martin,sore left ankle (DNP)
3817,2013-12-10,Lakers,,Chris Kaman,back spasms (DNP)
3818,2013-12-10,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3819,2013-12-11,76ers,,Michael Carter-Williams,skin infection (DNP)
3820,2013-12-11,Bobcats,,Bismack Biyombo,sprained right ankle (DNP)
3821,2013-12-11,Bucks,,Caron Butler,sore left knee (DNP)
3822,2013-12-11,Bucks,,Gary Neal,plantar faciitis in left foot (DNP)
3823,2013-12-11,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3824,2013-12-11,Bulls,,Luol Deng,sore left Achilles (DNP)
3825,2013-12-11,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
3826,2013-12-11,Celtics,,Kris Humphries,bruised right knee (DNP)
3827,2013-12-11,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
3828,2013-12-11,Clippers,,Reggie Bullock,sprained left ankle (DNP)
3829,2013-12-11,Grizzlies,,Ed Davis,sprained left /right (CBC) ankle (DNP)
3830,2013-12-11,Grizzlies,,Quincy Pondexter,stress fracture in right foot (DNP)
3831,2013-12-11,Grizzlies,,Tony Allen,hip injury (DNP)
3832,2013-12-11,Kings,,Aaron Gray,DNP
3833,2013-12-11,Kings,,Quincy Acy,DNP
3834,2013-12-11,Kings,,Rudy Gay,DNP
3835,2013-12-11,Knicks,,Raymond Felton,sore left hamstring (DNP)
3836,2013-12-11,Warriors,,Jermaine O'Neal,sprained right wrist (DNP)
3837,2013-12-12,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
3838,2013-12-12,Lakers,,Steve Blake,torn ligament in right elbow (out indefinitely)
3839,2013-12-12,Rockets,,Greg Smith,sprained right knee (DNP)
3840,2013-12-12,Rockets,,Omer Asik,bruised right thigh (DNP)
3841,2013-12-13,76ers,,Michael Carter-Williams,skin infection (DNP)
3842,2013-12-13,Bucks,,Caron Butler,sore left knee (DNP)
3843,2013-12-13,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3844,2013-12-13,Bulls,,Luol Deng,sore left Achilles (DNP)
3845,2013-12-13,Bulls,,Mike James,right knee injury (DNP)
3846,2013-12-13,Celtics,,Kris Humphries,bruised right knee (DNP)
3847,2013-12-13,Grizzlies,,Quincy Pondexter,stress fracture in right foot (DNP)
3848,2013-12-13,Knicks,,Raymond Felton,sore left hamstring (DNP)
3849,2013-12-13,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3850,2013-12-13,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3851,2013-12-13,Nets,,Brook Lopez,sprained left ankle (DNP)
3852,2013-12-13,Raptors,,Landry Fields,strained neck (DNP)
3853,2013-12-13,Rockets,,Greg Smith,sprained right knee (DNP)
3854,2013-12-13,Spurs,,Aron Baynes,left ankle injury (DNP)
3855,2013-12-13,Wizards,,Nene Hilario,right foot tendinitis (DNP)
3856,2013-12-13,Warriors,,Jermaine O'Neal,arthroscopic surgery on right wrist to repair torn ligament (out indefinitely)
3857,2013-12-14,76ers,,Michael Carter-Williams,skin infection (DNP)
3858,2013-12-14,Bucks,,Carlos Delfino,surgery on right foot (out for season)
3859,2013-12-14,Bucks,,Caron Butler,sore left knee (DNP)
3860,2013-12-14,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3861,2013-12-14,Bulls,,Kirk Hinrich,strained back (DNP)
3862,2013-12-14,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
3863,2013-12-14,Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
3864,2013-12-14,Knicks,,Raymond Felton,strained left hamstring (DNP)
3865,2013-12-14,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3866,2013-12-14,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3867,2013-12-14,Wizards,,Nene Hilario,right foot tendinitis (DNP)
3868,2013-12-15,Grizzlies,,Quincy Pondexter,stress fracture in right foot (DNP)
3869,2013-12-15,Pelicans,,Tyreke Evans,sprained left ankle (DNP)
3870,2013-12-15,Rockets,,Jeremy Lin,sprained right knee (P) / back injury (CBC) (DNP)
3871,2013-12-15,Rockets,,Omer Asik,bruised right thigh (DNP)
3872,2013-12-16,76ers,,Michael Carter-Williams,skin infection (DNP)
3873,2013-12-16,Bulls,,Kirk Hinrich,sore back (DNP)
3874,2013-12-16,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
3875,2013-12-16,Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
3876,2013-12-16,Knicks,,Pablo Prigioni,fractured right toe (out indefinitely)
3877,2013-12-16,Knicks,,Raymond Felton,strained left hamstring (DNP)
3878,2013-12-16,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3879,2013-12-16,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3880,2013-12-16,Nets,,Brook Lopez,sprained left ankle (DNP)
3881,2013-12-16,Timberwolves,,Kevin Martin,sore left knee (DNP)
3882,2013-12-17,Grizzlies,,Mike Conley,bruised left thigh (DNP)
3883,2013-12-17,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3884,2013-12-17,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3885,2013-12-17,Pelicans,,Tyreke Evans,sprained left ankle (DNP)
3886,2013-12-18,Bucks,,Caron Butler,sore left knee (DNP)
3887,2013-12-18,Bucks,,Gary Neal,left foot injury (DNP)
3888,2013-12-18,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3889,2013-12-18,Bulls,,Kirk Hinrich,sore back (DNP)
3890,2013-12-18,Clippers,,Reggie Bullock,sprained left ankle (DNP)
3891,2013-12-18,Grizzlies,,Mike Conley,bruised left thigh (DNP)
3892,2013-12-18,Grizzlies,,Tayshaun Prince,sore left knee (DNP)
3893,2013-12-18,Hawks,,Cartier Martin,sprained left ankle (DNP)
3894,2013-12-18,Knicks,,Kenyon Martin,strained abdominal muscle (DNP)
3895,2013-12-18,Knicks,,Raymond Felton,strained left hamstring (DNP)
3896,2013-12-18,Rockets,,Jeremy Lin,bruised right thigh / back spasms (DNP)
3897,2013-12-18,Wizards,,Glen Rice,surgery on fractured right wrist
3898,2013-12-19,Bulls,,Kirk Hinrich,sore back (DNP)
3899,2013-12-19,Bulls,,Luol Deng,sore left Achilles (DNP)
3900,2013-12-19,Lakers,,Kobe Bryant,fractured left tibia (out for season)
3901,2013-12-19,Spurs,,Manu Ginobili,rest (DNP)
3902,2013-12-20,76ers,,Elliot Williams,back injury (DNP)
3903,2013-12-20,Bucks,,Caron Butler,sore left knee / sore right knee (P) (DNP)
3904,2013-12-20,Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
3905,2013-12-20,Bucks,,Gary Neal,left foot injury (DNP)
3906,2013-12-20,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3907,2013-12-20,Cavaliers,,Anthony Bennett,illness (DTD)
3908,2013-12-20,Cavaliers,,Dion Waiters,right wrist injury (DTD)
3909,2013-12-20,Cavaliers,,Tyler Zeller,sprained right ankle (DNP)
3910,2013-12-20,Hawks,,Cartier Martin,sprained left ankle (DNP)
3911,2013-12-20,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3912,2013-12-20,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3913,2013-12-20,Nets,,Kevin Garnett,rest (DNP)
3914,2013-12-20,Rockets,,Jeremy Lin,back spasms (DNP)
3915,2013-12-20,Rockets,,Omer Asik,bruised right thigh (DNP)
3916,2013-12-21,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
3917,2013-12-21,Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
3918,2013-12-21,Bucks,,Gary Neal,left foot injury (DNP)
3919,2013-12-21,Bucks,,John Henson,knee injury (DNP)
3920,2013-12-21,Bucks,,Zaza Pachulia,fractured right foot (DNP)
3921,2013-12-21,Bulls,,Jimmy Butler,sprained right ankle (DNP)
3922,2013-12-21,Bulls,,Kirk Hinrich,sore back (DNP)
3923,2013-12-21,Bulls,,Luol Deng,sore left Achilles (DNP)
3924,2013-12-21,Grizzlies,,Tayshaun Prince,sore left knee (DNP)
3925,2013-12-21,Knicks,,Metta World Peace,sore left knee (DNP)
3926,2013-12-21,Knicks,,Raymond Felton,strained left hamstring (DNP)
3927,2013-12-21,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3928,2013-12-21,Lakers,,Pau Gasol,upper respiratory infection (DNP)
3929,2013-12-21,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3930,2013-12-21,Nets,,Brook Lopez,fractured right foot (out for season)
3931,2013-12-21,Pelicans,,Jason Smith,bruised right knee (DTD)
3932,2013-12-21,Rockets,,James Harden,sprained left ankle (DNP)
3933,2013-12-21,Rockets,,Jeremy Lin,back spasms (DNP)
3934,2013-12-21,Rockets,,Omer Asik,bruised right thigh (DNP)
3935,2013-12-21,Rockets,,Patrick Beverley,fractured right hand (out indefinitely)
3936,2013-12-21,Spurs,,Kawhi Leonard,dental procedure (DNP)
3937,2013-12-22,Clippers,,Reggie Bullock,sprained left ankle (DNP)
3938,2013-12-23,Bucks,,Ersan Ilyasova,sprained right ankle (DNP)
3939,2013-12-23,Bucks,,Gary Neal,left foot injury (DNP)
3940,2013-12-23,Grizzlies,,Tayshaun Prince,sore left knee (DNP)
3941,2013-12-23,Knicks,,Metta World Peace,sore left knee (DNP)
3942,2013-12-23,Lakers,,Jordan Farmar,torn left hamstring (DNP)
3943,2013-12-23,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3944,2013-12-23,Nuggets,,Kenneth Faried,sprained left ankle (DNP)
3945,2013-12-23,Rockets,,Greg Smith,sore right knee (DNP)
3946,2013-12-23,Rockets,,James Harden,sprained left ankle (DNP)
3947,2013-12-23,Rockets,,Omer Asik,bruised right thigh (DNP)
3948,2013-12-25,Bulls,,Luol Deng,sore left Achilles (DNP)
3949,2013-12-25,Clippers,,Reggie Bullock,sprained left ankle (DNP)
3950,2013-12-25,Knicks,,Carmelo Anthony,sprained left ankle (DNP)
3951,2013-12-25,Knicks,,Metta World Peace,sore left knee (DNP)
3952,2013-12-25,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3953,2013-12-25,Rockets,,Greg Smith,sore right knee (DNP)
3954,2013-12-25,Rockets,,Omer Asik,bruised right thigh (DNP)
3955,2013-12-26,Mavericks,,Brandan Wright,illness (DNP)
3956,2013-12-26,Rockets,,Greg Smith,sprained right knee (DNP)
3957,2013-12-26,Rockets,,Omer Asik,bruised right thigh (DNP)
3958,2013-12-27,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
3959,2013-12-27,Bucks,,Gary Neal,left foot injury (DNP)
3960,2013-12-27,Hawks,,Al Horford,torn right pectoral muscle (out for season)
3961,2013-12-27,Heat,,Chris Andersen,sore back (DNP)
3962,2013-12-27,Heat,,Ray Allen,right knee tendinitis (DNP)
3963,2013-12-27,Knicks,,Carmelo Anthony,sprained left ankle (DNP)
3964,2013-12-27,Lakers,,Pau Gasol,upper respiratory infection (DNP)
3965,2013-12-27,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3966,2013-12-27,Mavericks,,Wayne Ellington,illness (DTD)
3967,2013-12-27,Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP)
3968,2013-12-27,Nuggets,,Kenneth Faried,sprained left ankle (DNP)
3969,2013-12-27,Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
3970,2013-12-27,Thunder,,Russell Westbrook,arthroscopic surgery on right knee (out indefinitely)
3971,2013-12-27,Pelicans,,Jason Smith,bone bruise in right knee (DNP)
3972,2013-12-28,76ers,,Evan Turner,sore right knee (DNP)
3973,2013-12-28,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
3974,2013-12-28,Bucks,,Gary Neal,left foot injury (DNP)
3975,2013-12-28,Bucks,,John Henson,sprained left ankle (DNP)
3976,2013-12-28,Bulls,,Luol Deng,sore left Achilles (DNP)
3977,2013-12-28,Knicks,,Carmelo Anthony,sprained left ankle (DNP)
3978,2013-12-28,Knicks,,Metta World Peace,sore left knee (DNP)
3979,2013-12-28,Mavericks,,Wayne Ellington,illness (DNP)
3980,2013-12-28,Nets,,Tyshawn Taylor,hamstring injury (DNP)
3981,2013-12-28,Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP)
3982,2013-12-28,Rockets,,Greg Smith,sprained right knee (DNP)
3983,2013-12-28,Rockets,,Omer Asik,bruised right thigh (DNP)
3984,2013-12-28,Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
3985,2013-12-29,Hawks,,DeMarre Carroll,sprained right thumb (DNP)
3986,2013-12-29,Lakers,,Pau Gasol,upper respiratory inflammation (DNP)
3987,2013-12-29,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
3988,2013-12-29,Rockets,,Greg Smith,sprained right knee (DNP)
3989,2013-12-29,Rockets,,Omer Asik,bruised right thigh (DNP)
3990,2013-12-29,Warriors,,Toney Douglas,food poisoning (DNP)
3991,2013-12-30,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
3992,2013-12-30,Bulls,,Luol Deng,sore left Achilles (DNP)
3993,2013-12-30,Lakers,,Xavier Henry,right knee injury (out indefinitely)
3994,2013-12-30,Mavericks,,Wayne Ellington,illness (DNP)
3995,2013-12-30,Pistons,,Rodney Stuckey,sore shoulder (DNP)
3996,2013-12-31,Bucks,,John Henson,sprained left ankle (DNP)
3997,2013-12-31,Hawks,,Al Horford,surgery to repair torn pectoral muscle (out for season)
3998,2013-12-31,Hawks,,DeMarre Carroll,sprained right thumb (DNP)
3999,2013-12-31,Lakers,,Steve Blake,nerve root irritation (DNP)
4000,2013-12-31,Lakers,,Wesley Johnson,illness (DNP)
4001,2013-12-31,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4002,2013-12-31,Nets,,Tyshawn Taylor,hamstring injury (DNP)
4003,2013-12-31,Rockets,,Greg Smith,sprained right knee (DNP)
4004,2013-12-31,Rockets,,Omer Asik,bruised right thigh (DNP)
4005,2014-01-01,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4006,2014-01-01,Mavericks,,Wayne Ellington,illness (DNP)
4007,2014-01-02,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4008,2014-01-02,Bucks,,John Henson,sprained left ankle (DNP)
4009,2014-01-02,Cavaliers,,Kyrie Irving,bruised left knee (DTD)
4010,2014-01-02,Knicks,,Metta World Peace,sore left knee (DNP)
4011,2014-01-02,Magic,,Nikola Vucevic,sprained left ankle (DNP)
4012,2014-01-02,Nets,,Tyshawn Taylor,hamstring injury (DNP)
4013,2014-01-02,Suns,,Eric Bledsoe,sprained right knee (DTD)
4014,2014-01-03,Clippers,,Chris Paul,separated right shoulder (out indefinitely)
4015,2014-01-03,Knicks,,Kenyon Martin,sore left ankle (DNP)
4016,2014-01-03,Knicks,,Metta World Peace,sore left knee (DNP)
4017,2014-01-03,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4018,2014-01-03,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
4019,2014-01-03,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4020,2014-01-03,Mavericks,,Wayne Ellington,illness (DNP)
4021,2014-01-03,Rockets,,Omer Asik,bruised right thigh (DNP)
4022,2014-01-04,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4023,2014-01-04,Bucks,,John Henson,sprained left ankle (DNP)
4024,2014-01-04,Bulls,,Carlos Boozer,sore/bruised right knee (DNP)
4025,2014-01-04,Clippers,,Chris Paul,separated right shoulder (DNP)
4026,2014-01-04,Magic,,Nikola Vucevic,sprained left ankle (DNP)
4027,2014-01-04,Nets,,Brook Lopez,surgery on right foot to repair fracture (out for season)
4028,2014-01-04,Timberwolves,,Luc Mbah a Moute,strained left groin (DNP)
4029,2014-01-05,Cavaliers,,Jarrett Jack,back spasms (DNP)
4030,2014-01-05,Grizzlies,,Tony Allen,hand injury (DNP)
4031,2014-01-05,Knicks,,Metta World Peace,sore left knee (DNP)
4032,2014-01-05,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4033,2014-01-05,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
4034,2014-01-05,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4035,2014-01-05,Pistons,,Rodney Stuckey,sore shoulder (DNP)
4036,2014-01-06,76ers,,Tony Wroten,flu (DNP)
4037,2014-01-06,Magic,,Ronnie Price,sinus infection (DNP)
4038,2014-01-06,Nets,,Deron Williams,sprained left ankle (DNP)
4039,2014-01-06,Timberwolves,,Luc Mbah a Moute,strained left groin (DNP)
4040,2014-01-07,76ers,,Tony Wroten,flu (DNP)
4041,2014-01-07,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4042,2014-01-07,Bucks,,John Henson,sprained left ankle (DNP)
4043,2014-01-07,Bulls,,Carlos Boozer,sore right knee (DNP)
4044,2014-01-07,Celtics,,Kris Humphries,sprained left ankle (DNP)
4045,2014-01-07,Grizzlies,,Tony Allen,hand injury (DNP)
4046,2014-01-07,Heat,,Mario Chalmers,right Achilles injury (DNP)
4047,2014-01-07,Jazz,,Andris Biedrins,flu (DNP)
4048,2014-01-07,Knicks,,Tyson Chandler,upper respiratory infection (DNP)
4049,2014-01-07,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4050,2014-01-07,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
4051,2014-01-07,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4052,2014-01-07,Pistons,,Rodney Stuckey,sore shoulder (DNP)
4053,2014-01-07,Spurs,,Tiago Splitter,sprained/separated right shoulder (DNP)
4054,2014-01-07,Thunder,,Serge Ibaka,flu (DNP)
4055,2014-01-08,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4056,2014-01-08,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
4057,2014-01-08,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4058,2014-01-08,Magic,,Nikola Vucevic,concussion (DNP)
4059,2014-01-08,Magic,,Ronnie Price,sinus infection (DNP)
4060,2014-01-08,Nets,,Deron Williams,sprained left ankle (DNP)
4061,2014-01-08,Rockets,,Chandler Parsons,sore right knee (DNP)
4062,2014-01-08,Rockets,,Greg Smith,sprained/sore right / left (CBC) knee (DNP)
4063,2014-01-08,Rockets,,Omer Asik,bruised right thigh (DNP)
4064,2014-01-08,Spurs,,Manu Ginobili,tightness in left hamstring (DNP)
4065,2014-01-08,Spurs,,Tiago Splitter,sprained right shoulder (DNP)
4066,2014-01-09,Heat,,Mario Chalmers,strained right Achilles (DNP)
4067,2014-01-09,Knicks,,Beno Udrih,left knee injury (DNP)
4068,2014-01-09,Knicks,,Tyson Chandler,upper respiratory infection (DNP)
4069,2014-01-09,Nuggets,,Wilson Chandler,strained left hip (DNP)
4070,2014-01-10,76ers,,Lavoy Allen,strained right calf (DNP)
4071,2014-01-10,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4072,2014-01-10,Bucks,,John Henson,sprained left ankle (DNP)
4073,2014-01-10,Grizzlies,,Tony Allen,hand injury (DNP)
4074,2014-01-10,Heat,,Dwyane Wade,knee injury / rest (DNP)
4075,2014-01-10,Heat,,Mario Chalmers,strained right Achilles (DNP)
4076,2014-01-10,Jazz,,Gordon Hayward,strained left hip flexor (DNP)
4077,2014-01-10,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4078,2014-01-10,Lakers,,Steve Blake,torn ligament in right elbow (DNP)
4079,2014-01-10,Lakers,,Xavier Henry,bone bruise in right knee (DNP)
4080,2014-01-10,Magic,,Nikola Vucevic,concussion (DNP)
4081,2014-01-10,Magic,,Ronnie Price,sinus infection (DNP)
4082,2014-01-10,Mavericks,,Wayne Ellington,illness (DNP)
4083,2014-01-10,Nets,,Deron Williams,sprained left ankle (DNP)
4084,2014-01-10,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
4085,2014-01-10,Rockets,,Chandler Parsons,sore right knee (DNP)
4086,2014-01-10,Rockets,,Omer Asik,bruised right thigh (DNP)
4087,2014-01-10,Suns,,Eric Bledsoe,arthroscopic surgery on right knee to repair meniscus cartilage
4088,2014-01-11,76ers,,Lavoy Allen,strained right calf (DNP)
4089,2014-01-11,Bobcats,,Jeffery Taylor,torn right Achilles tendon (DNP)
4090,2014-01-11,Bucks,,John Henson,sprained left ankle (DNP)
4091,2014-01-11,Bulls,,Jimmy Butler,bruised thigh (DNP)
4092,2014-01-11,Knicks,,Beno Udrih,inflammation (DNP)
4093,2014-01-11,Knicks,,Tyson Chandler,upper respiratory infection (DNP)
4094,2014-01-11,Magic,,Arron Afflalo,sprained right foot (DNP)
4095,2014-01-11,Magic,,Nikola Vucevic,concussion (DNP)
4096,2014-01-11,Magic,,Ronnie Price,sinus infection (DNP)
4097,2014-01-11,Mavericks,,Wayne Ellington,illness (DNP)
4098,2014-01-11,Nets,,Kevin Garnett,rest (DNP)
4099,2014-01-11,Nuggets,,Anthony Randolph,sprained left ankle (DNP)
4100,2014-01-11,Nuggets,,Wilson Chandler,strained left hip (DNP)
4101,2014-01-11,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
4102,2014-01-11,Pelicans,,Tyreke Evans,sore left ankle (DNP)
4103,2014-01-11,Rockets,,Chandler Parsons,sore right knee (DNP)
4104,2014-01-11,Rockets,,Omer Asik,bruised right thigh (DNP)
4105,2014-01-12,Grizzlies,,Tony Allen,hand injury (DNP)
4106,2014-01-12,Hawks,,Pero Antic,back spasms (DNP)
4107,2014-01-12,Spurs,,Manu Ginobili,tightness in left hamstring (DNP)
4108,2014-01-13,Jazz,,Andris Biedrins,flu (DTD)
4109,2014-01-13,Knicks,,Tyson Chandler,upper respiratory infection (DNP)
4110,2014-01-13,Magic,,Arron Afflalo,sprained right foot (DNP)
4111,2014-01-13,Magic,,Nikola Vucevic,concussion (DNP)
4112,2014-01-13,Magic,,Ronnie Price,sinus infection (DNP)
4113,2014-01-13,Nuggets,,Anthony Randolph,sprained left ankle (DNP)
4114,2014-01-13,Nuggets,,Darrell Arthur,strained left groin (DNP)
4115,2014-01-13,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
